2621_0consoleLog.txt,TRUE,,
2622_0consoleLog.txt,TRUE,,
2623_0consoleLog.txt,TRUE,,
2624_0consoleLog.txt,TRUE,,
2625_0consoleLog.txt,TRUE,,
2626_0consoleLog.txt,TRUE,,
2627_0consoleLog.txt,TRUE,,
2628_0consoleLog.txt,TRUE,,
2629_0consoleLog.txt,TRUE,,
2630_0consoleLog.txt,TRUE,,
2631_0consoleLog.txt,TRUE,,
2632_0consoleLog.txt,TRUE,,
2633_0consoleLog.txt,TRUE,,
2634_0consoleLog.txt,TRUE,,
2635_0consoleLog.txt,TRUE,,
2636_0consoleLog.txt,TRUE,,
2637_0consoleLog.txt,TRUE,,
2638_0consoleLog.txt,TRUE,,
2639_0consoleLog.txt,TRUE,,
2640_0consoleLog.txt,TRUE,,
2641_0consoleLog.txt,TRUE,,
2642_0consoleLog.txt,TRUE,,
2643_0consoleLog.txt,TRUE,,
2644_0consoleLog.txt,TRUE,,
2645_0consoleLog.txt,TRUE,,
2646_0consoleLog.txt,TRUE,,
2648_0consoleLog.txt,TRUE,,
2649_0consoleLog.txt,TRUE,,
2650_0consoleLog.txt,TRUE,,
2651_0consoleLog.txt,TRUE,,
2653_0consoleLog.txt,FALSE,,
2654_0consoleLog.txt,TRUE,,
2655_0consoleLog.txt,FALSE,veh,stopped
2656_0consoleLog.txt,TRUE,,
2657_0consoleLog.txt,FALSE,,
2658_0consoleLog.txt,TRUE,,
2659_0consoleLog.txt,TRUE,,
2660_0consoleLog.txt,FALSE,,
2661_0consoleLog.txt,FALSE,,
2662_0consoleLog.txt,FALSE,,
2663_0consoleLog.txt,TRUE,,
2664_0consoleLog.txt,FALSE,,
2665_0consoleLog.txt,TRUE,,
2666_0consoleLog.txt,FALSE,,
2668_0consoleLog.txt,TRUE,,
2669_0consoleLog.txt,TRUE,,
2670_0consoleLog.txt,TRUE,,
2671_0consoleLog.txt,TRUE,,
2672_0consoleLog.txt,TRUE,,
2673_0consoleLog.txt,TRUE,,
2674_0consoleLog.txt,TRUE,,
2675_0consoleLog.txt,TRUE,,
2676_0consoleLog.txt,TRUE,,
2677_0consoleLog.txt,TRUE,,
2678_0consoleLog.txt,TRUE,,
2679_0consoleLog.txt,TRUE,,
2680_0consoleLog.txt,TRUE,,
2681_0consoleLog.txt,TRUE,,
2682_0consoleLog.txt,TRUE,,
2683_0consoleLog.txt,TRUE,,
2684_0consoleLog.txt,TRUE,,
2685_0consoleLog.txt,TRUE,,
2686_0consoleLog.txt,TRUE,,
2687_0consoleLog.txt,TRUE,,
2688_0consoleLog.txt,TRUE,,
2689_0consoleLog.txt,TRUE,,
2690_0consoleLog.txt,TRUE,,
2691_0consoleLog.txt,TRUE,,
2692_0consoleLog.txt,TRUE,,
2693_0consoleLog.txt,TRUE,,
2694_0consoleLog.txt,TRUE,,
2695_0consoleLog.txt,TRUE,,
2696_0consoleLog.txt,TRUE,,
2697_0consoleLog.txt,TRUE,,
2698_0consoleLog.txt,TRUE,,
2700_0consoleLog.txt,TRUE,,
2701_0consoleLog.txt,TRUE,,
2702_0consoleLog.txt,TRUE,,
2703_0consoleLog.txt,TRUE,,
2704_0consoleLog.txt,TRUE,,
2705_0consoleLog.txt,TRUE,,
2707_0consoleLog.txt,TRUE,,
2708_0consoleLog.txt,TRUE,,
2709_0consoleLog.txt,TRUE,,
2710_0consoleLog.txt,TRUE,,
2711_0consoleLog.txt,TRUE,,
2712_0consoleLog.txt,TRUE,,
2713_0consoleLog.txt,TRUE,,
2714_0consoleLog.txt,TRUE,,
2715_0consoleLog.txt,TRUE,,
2716_0consoleLog.txt,TRUE,,
2717_0consoleLog.txt,TRUE,,
2718_0consoleLog.txt,TRUE,,
2719_0consoleLog.txt,TRUE,,
2720_0consoleLog.txt,TRUE,,
