C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/0_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/1_0plnData.txt,TRUE,,3256
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/2_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/3_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/4_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/5_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/6_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/7_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/8_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/9_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/10_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/11_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/12_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/13_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/14_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/15_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/16_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/17_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/18_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/19_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/20_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/21_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/22_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/23_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/24_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/25_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/26_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/27_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/28_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/29_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/30_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/31_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/32_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/33_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/34_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/35_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/36_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/37_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/38_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/39_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/40_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/41_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/42_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/43_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/44_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/45_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/46_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/47_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/48_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/49_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/51_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/52_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/53_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/54_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/55_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/56_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/57_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/58_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/59_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/60_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/63_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/64_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/65_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/66_0plnData.txt,TRUE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/67_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/68_0plnData.txt,FALSE,,
C:\Users\Hyun\IdeaProjects\StarPlateS/SoS_Extension/logs_full/69_0plnData.txt,TRUE,,
