configName      Platooning
iniFile         omnetpp.ini
processID       3871
runID           Platooning-0-20191231-13:24:17-3871
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:24:17.716
endDateTime     2019-12-31 13:24:33.716
duration        0 hour, 0 minute, 15 second


index          timestamp      vehId          pltMode        pltId          pltDepth       pltSize        pltOptSize     pltMaxSize     
186            6.30           veh1.3         3              veh1           3              -              -              -              

187            6.30           veh1.4         3              veh1.4         0              2              4              10             
187            6.30           veh1.5         3              veh1.4         1              -              -              -              

188            6.40           veh            3              veh            0              3              4              10             
188            6.40           veh.1          3              veh            1              -              -              -              
188            6.40           veh.2          3              veh            2              -              -              -              

189            6.40           veh1           3              veh1           0              4              4              10             
189            6.40           veh1.1         3              veh1           1              -              -              -              
189            6.40           veh1.2         3              veh1           2              -              -              -              
189            6.40           veh1.3         3              veh1           3              -              -              -              

190            6.40           veh1.4         3              veh1.4         0              2              4              10             
190            6.40           veh1.5         3              veh1.4         1              -              -              -              

191            6.50           veh            3              veh            0              3              4              10             
191            6.50           veh.1          3              veh            1              -              -              -              
191            6.50           veh.2          3              veh            2              -              -              -              

192            6.50           veh1           3              veh1           0              4              4              10             
192            6.50           veh1.1         3              veh1           1              -              -              -              
192            6.50           veh1.2         3              veh1           2              -              -              -              
192            6.50           veh1.3         3              veh1           3              -              -              -              

193            6.50           veh1.4         3              veh1.4         0              2              4              10             
193            6.50           veh1.5         3              veh1.4         1              -              -              -              

194            6.60           veh            3              veh            0              3              4              10             
194            6.60           veh.1          3              veh            1              -              -              -              
194            6.60           veh.2          3              veh            2              -              -              -              

195            6.60           veh1           3              veh1           0              4              4              10             
195            6.60           veh1.1         3              veh1           1              -              -              -              
195            6.60           veh1.2         3              veh1           2              -              -              -              
195            6.60           veh1.3         3              veh1           3              -              -              -              

196            6.60           veh1.4         3              veh1.4         0              2              4              10             
196            6.60           veh1.5         3              veh1.4         1              -              -              -              

197            6.70           veh            3              veh            0              3              4              10             
197            6.70           veh.1          3              veh            1              -              -              -              
197            6.70           veh.2          3              veh            2              -              -              -              

198            6.70           veh1           3              veh1           0              4              4              10             
198            6.70           veh1.1         3              veh1           1              -              -              -              
198            6.70           veh1.2         3              veh1           2              -              -              -              
198            6.70           veh1.3         3              veh1           3              -              -              -              

199            6.70           veh1.4         3              veh1.4         0              2              4              10             
199            6.70           veh1.5         3              veh1.4         1              -              -              -              

200            6.80           veh            3              veh            0              3              4              10             
200            6.80           veh.1          3              veh            1              -              -              -              
200            6.80           veh.2          3              veh            2              -              -              -              

201            6.80           veh1           3              veh1           0              4              4              10             
201            6.80           veh1.1         3              veh1           1              -              -              -              
201            6.80           veh1.2         3              veh1           2              -              -              -              
201            6.80           veh1.3         3              veh1           3              -              -              -              

202            6.80           veh1.4         3              veh1.4         0              2              4              10             
202            6.80           veh1.5         3              veh1.4         1              -              -              -              

203            6.90           veh            3              veh            0              3              4              10             
203            6.90           veh.1          3              veh            1              -              -              -              
203            6.90           veh.2          3              veh            2              -              -              -              

204            6.90           veh1           3              veh1           0              4              4              10             
204            6.90           veh1.1         3              veh1           1              -              -              -              
204            6.90           veh1.2         3              veh1           2              -              -              -              
204            6.90           veh1.3         3              veh1           3              -              -              -              

205            6.90           veh1.4         3              veh1.4         0              2              4              10             
205            6.90           veh1.5         3              veh1.4         1              -              -              -              

206            7.00           veh            3              veh            0              3              4              10             
206            7.00           veh.1          3              veh            1              -              -              -              
206            7.00           veh.2          3              veh            2              -              -              -              

207            7.00           veh1           3              veh1           0              4              4              10             
207            7.00           veh1.1         3              veh1           1              -              -              -              
207            7.00           veh1.2         3              veh1           2              -              -              -              
207            7.00           veh1.3         3              veh1           3              -              -              -              

208            7.00           veh1.4         3              veh1.4         0              2              4              10             
208            7.00           veh1.5         3              veh1.4         1              -              -              -              

209            7.10           veh            3              veh            0              3              4              10             
209            7.10           veh.1          3              veh            1              -              -              -              
209            7.10           veh.2          3              veh            2              -              -              -              

210            7.10           veh1           3              veh1           0              4              4              10             
210            7.10           veh1.1         3              veh1           1              -              -              -              
210            7.10           veh1.2         3              veh1           2              -              -              -              
210            7.10           veh1.3         3              veh1           3              -              -              -              

211            7.10           veh1.4         3              veh1.4         0              2              4              10             
211            7.10           veh1.5         3              veh1.4         1              -              -              -              

212            7.20           veh            3              veh            0              3              4              10             
212            7.20           veh.1          3              veh            1              -              -              -              
212            7.20           veh.2          3              veh            2              -              -              -              

213            7.20           veh1           3              veh1           0              4              4              10             
213            7.20           veh1.1         3              veh1           1              -              -              -              
213            7.20           veh1.2         3              veh1           2              -              -              -              
213            7.20           veh1.3         3              veh1           3              -              -              -              

214            7.20           veh1.4         3              veh1.4         0              2              4              10             
214            7.20           veh1.5         3              veh1.4         1              -              -              -              

215            7.30           veh            3              veh            0              3              4              10             
215            7.30           veh.1          3              veh            1              -              -              -              
215            7.30           veh.2          3              veh            2              -              -              -              

216            7.30           veh1           3              veh1           0              4              4              10             
216            7.30           veh1.1         3              veh1           1              -              -              -              
216            7.30           veh1.2         3              veh1           2              -              -              -              
216            7.30           veh1.3         3              veh1           3              -              -              -              

217            7.30           veh1.4         3              veh1.4         0              2              4              10             
217            7.30           veh1.5         3              veh1.4         1              -              -              -              

218            7.40           veh            3              veh            0              3              4              10             
218            7.40           veh.1          3              veh            1              -              -              -              
218            7.40           veh.2          3              veh            2              -              -              -              

219            7.40           veh1           3              veh1           0              4              4              10             
219            7.40           veh1.1         3              veh1           1              -              -              -              
219            7.40           veh1.2         3              veh1           2              -              -              -              
219            7.40           veh1.3         3              veh1           3              -              -              -              

220            7.40           veh1.4         3              veh1.4         0              2              4              10             
220            7.40           veh1.5         3              veh1.4         1              -              -              -              

221            7.50           veh            3              veh            0              3              4              10             
221            7.50           veh.1          3              veh            1              -              -              -              
221            7.50           veh.2          3              veh            2              -              -              -              

222            7.50           veh1           3              veh1           0              4              4              10             
222            7.50           veh1.1         3              veh1           1              -              -              -              
222            7.50           veh1.2         3              veh1           2              -              -              -              
222            7.50           veh1.3         3              veh1           3              -              -              -              

223            7.50           veh1.4         3              veh1.4         0              2              4              10             
223            7.50           veh1.5         3              veh1.4         1              -              -              -              

224            7.60           veh            3              veh            0              3              4              10             
224            7.60           veh.1          3              veh            1              -              -              -              
224            7.60           veh.2          3              veh            2              -              -              -              

225            7.60           veh1           3              veh1           0              4              4              10             
225            7.60           veh1.1         3              veh1           1              -              -              -              
225            7.60           veh1.2         3              veh1           2              -              -              -              
225            7.60           veh1.3         3              veh1           3              -              -              -              

226            7.60           veh1.4         3              veh1.4         0              2              4              10             
226            7.60           veh1.5         3              veh1.4         1              -              -              -              

227            7.70           veh            3              veh            0              3              4              10             
227            7.70           veh.1          3              veh            1              -              -              -              
227            7.70           veh.2          3              veh            2              -              -              -              

228            7.70           veh1           3              veh1           0              4              4              10             
228            7.70           veh1.1         3              veh1           1              -              -              -              
228            7.70           veh1.2         3              veh1           2              -              -              -              
228            7.70           veh1.3         3              veh1           3              -              -              -              

229            7.70           veh1.4         3              veh1.4         0              2              4              10             
229            7.70           veh1.5         3              veh1.4         1              -              -              -              

230            7.80           veh            3              veh            0              3              4              10             
230            7.80           veh.1          3              veh            1              -              -              -              
230            7.80           veh.2          3              veh            2              -              -              -              

231            7.80           veh1           3              veh1           0              4              4              10             
231            7.80           veh1.1         3              veh1           1              -              -              -              
231            7.80           veh1.2         3              veh1           2              -              -              -              
231            7.80           veh1.3         3              veh1           3              -              -              -              

232            7.80           veh1.4         3              veh1.4         0              2              4              10             
232            7.80           veh1.5         3              veh1.4         1              -              -              -              

233            7.90           veh            3              veh            0              3              4              10             
233            7.90           veh.1          3              veh            1              -              -              -              
233            7.90           veh.2          3              veh            2              -              -              -              

234            7.90           veh1           3              veh1           0              4              4              10             
234            7.90           veh1.1         3              veh1           1              -              -              -              
234            7.90           veh1.2         3              veh1           2              -              -              -              
234            7.90           veh1.3         3              veh1           3              -              -              -              

235            7.90           veh1.4         3              veh1.4         0              2              4              10             
235            7.90           veh1.5         3              veh1.4         1              -              -              -              

236            8.00           veh            3              veh            0              3              4              10             
236            8.00           veh.1          3              veh            1              -              -              -              
236            8.00           veh.2          3              veh            2              -              -              -              

237            8.00           veh1           3              veh1           0              4              4              10             
237            8.00           veh1.1         3              veh1           1              -              -              -              
237            8.00           veh1.2         3              veh1           2              -              -              -              
237            8.00           veh1.3         3              veh1           3              -              -              -              

238            8.00           veh1.4         3              veh1.4         0              2              4              10             
238            8.00           veh1.5         3              veh1.4         1              -              -              -              

239            8.10           veh            3              veh            0              3              4              10             
239            8.10           veh.1          3              veh            1              -              -              -              
239            8.10           veh.2          3              veh            2              -              -              -              

240            8.10           veh1           3              veh1           0              4              4              10             
240            8.10           veh1.1         3              veh1           1              -              -              -              
240            8.10           veh1.2         3              veh1           2              -              -              -              
240            8.10           veh1.3         3              veh1           3              -              -              -              

241            8.10           veh1.4         3              veh1.4         0              2              4              10             
241            8.10           veh1.5         3              veh1.4         1              -              -              -              

242            8.20           veh            3              veh            0              3              4              10             
242            8.20           veh.1          3              veh            1              -              -              -              
242            8.20           veh.2          3              veh            2              -              -              -              

243            8.20           veh1           3              veh1           0              4              4              10             
243            8.20           veh1.1         3              veh1           1              -              -              -              
243            8.20           veh1.2         3              veh1           2              -              -              -              
243            8.20           veh1.3         3              veh1           3              -              -              -              

244            8.20           veh1.4         3              veh1.4         0              2              4              10             
244            8.20           veh1.5         3              veh1.4         1              -              -              -              

245            8.30           veh            3              veh            0              3              4              10             
245            8.30           veh.1          3              veh            1              -              -              -              
245            8.30           veh.2          3              veh            2              -              -              -              

246            8.30           veh1           3              veh1           0              4              4              10             
246            8.30           veh1.1         3              veh1           1              -              -              -              
246            8.30           veh1.2         3              veh1           2              -              -              -              
246            8.30           veh1.3         3              veh1           3              -              -              -              

247            8.30           veh1.4         3              veh1.4         0              2              4              10             
247            8.30           veh1.5         3              veh1.4         1              -              -              -              

248            8.40           veh            3              veh            0              3              4              10             
248            8.40           veh.1          3              veh            1              -              -              -              
248            8.40           veh.2          3              veh            2              -              -              -              

249            8.40           veh1           3              veh1           0              4              4              10             
249            8.40           veh1.1         3              veh1           1              -              -              -              
249            8.40           veh1.2         3              veh1           2              -              -              -              
249            8.40           veh1.3         3              veh1           3              -              -              -              

250            8.40           veh1.4         3              veh1.4         0              2              4              10             
250            8.40           veh1.5         3              veh1.4         1              -              -              -              

251            8.50           veh            3              veh            0              3              4              10             
251            8.50           veh.1          3              veh            1              -              -              -              
251            8.50           veh.2          3              veh            2              -              -              -              

252            8.50           veh1           3              veh1           0              4              4              10             
252            8.50           veh1.1         3              veh1           1              -              -              -              
252            8.50           veh1.2         3              veh1           2              -              -              -              
252            8.50           veh1.3         3              veh1           3              -              -              -              

253            8.50           veh1.4         3              veh1.4         0              2              4              10             
253            8.50           veh1.5         3              veh1.4         1              -              -              -              

254            8.60           veh            3              veh            0              3              4              10             
254            8.60           veh.1          3              veh            1              -              -              -              
254            8.60           veh.2          3              veh            2              -              -              -              

255            8.60           veh1           3              veh1           0              4              4              10             
255            8.60           veh1.1         3              veh1           1              -              -              -              
255            8.60           veh1.2         3              veh1           2              -              -              -              
255            8.60           veh1.3         3              veh1           3              -              -              -              

256            8.60           veh1.4         3              veh1.4         0              2              4              10             
256            8.60           veh1.5         3              veh1.4         1              -              -              -              

257            8.70           veh            3              veh            0              3              4              10             
257            8.70           veh.1          3              veh            1              -              -              -              
257            8.70           veh.2          3              veh            2              -              -              -              

258            8.70           veh1           3              veh1           0              4              4              10             
258            8.70           veh1.1         3              veh1           1              -              -              -              
258            8.70           veh1.2         3              veh1           2              -              -              -              
258            8.70           veh1.3         3              veh1           3              -              -              -              

259            8.70           veh1.4         3              veh1.4         0              2              4              10             
259            8.70           veh1.5         3              veh1.4         1              -              -              -              

260            8.80           veh            3              veh            0              3              4              10             
260            8.80           veh.1          3              veh            1              -              -              -              
260            8.80           veh.2          3              veh            2              -              -              -              

261            8.80           veh1           3              veh1           0              4              4              10             
261            8.80           veh1.1         3              veh1           1              -              -              -              
261            8.80           veh1.2         3              veh1           2              -              -              -              
261            8.80           veh1.3         3              veh1           3              -              -              -              

262            8.80           veh1.4         3              veh1.4         0              2              4              10             
262            8.80           veh1.5         3              veh1.4         1              -              -              -              

263            8.90           veh            3              veh            0              3              4              10             
263            8.90           veh.1          3              veh            1              -              -              -              
263            8.90           veh.2          3              veh            2              -              -              -              

264            8.90           veh1           3              veh1           0              4              4              10             
264            8.90           veh1.1         3              veh1           1              -              -              -              
264            8.90           veh1.2         3              veh1           2              -              -              -              
264            8.90           veh1.3         3              veh1           3              -              -              -              

265            8.90           veh1.4         3              veh1.4         0              2              4              10             
265            8.90           veh1.5         3              veh1.4         1              -              -              -              

266            9.00           veh            3              veh            0              3              4              10             
266            9.00           veh.1          3              veh            1              -              -              -              
266            9.00           veh.2          3              veh            2              -              -              -              

267            9.00           veh1           3              veh1           0              4              4              10             
267            9.00           veh1.1         3              veh1           1              -              -              -              
267            9.00           veh1.2         3              veh1           2              -              -              -              
267            9.00           veh1.3         3              veh1           3              -              -              -              

268            9.00           veh1.4         3              veh1.4         0              2              4              10             
268            9.00           veh1.5         3              veh1.4         1              -              -              -              

269            9.10           veh            3              veh            0              3              4              10             
269            9.10           veh.1          3              veh            1              -              -              -              
269            9.10           veh.2          3              veh            2              -              -              -              

270            9.10           veh1           3              veh1           0              4              4              10             
270            9.10           veh1.1         3              veh1           1              -              -              -              
270            9.10           veh1.2         3              veh1           2              -              -              -              
270            9.10           veh1.3         3              veh1           3              -              -              -              

271            9.10           veh1.4         3              veh1.4         0              2              4              10             
271            9.10           veh1.5         3              veh1.4         1              -              -              -              

272            9.20           veh            3              veh            0              3              4              10             
272            9.20           veh.1          3              veh            1              -              -              -              
272            9.20           veh.2          3              veh            2              -              -              -              

273            9.20           veh1           3              veh1           0              4              4              10             
273            9.20           veh1.1         3              veh1           1              -              -              -              
273            9.20           veh1.2         3              veh1           2              -              -              -              
273            9.20           veh1.3         3              veh1           3              -              -              -              

274            9.20           veh1.4         3              veh1.4         0              2              4              10             
274            9.20           veh1.5         3              veh1.4         1              -              -              -              

275            9.30           veh            3              veh            0              3              4              10             
275            9.30           veh.1          3              veh            1              -              -              -              
275            9.30           veh.2          3              veh            2              -              -              -              

276            9.30           veh1           3              veh1           0              4              4              10             
276            9.30           veh1.1         3              veh1           1              -              -              -              
276            9.30           veh1.2         3              veh1           2              -              -              -              
276            9.30           veh1.3         3              veh1           3              -              -              -              

277            9.30           veh1.4         3              veh1.4         0              2              4              10             
277            9.30           veh1.5         3              veh1.4         1              -              -              -              

278            9.40           veh            3              veh            0              3              4              10             
278            9.40           veh.1          3              veh            1              -              -              -              
278            9.40           veh.2          3              veh            2              -              -              -              

279            9.40           veh1           3              veh1           0              4              4              10             
279            9.40           veh1.1         3              veh1           1              -              -              -              
279            9.40           veh1.2         3              veh1           2              -              -              -              
279            9.40           veh1.3         3              veh1           3              -              -              -              

280            9.40           veh1.4         3              veh1.4         0              2              4              10             
280            9.40           veh1.5         3              veh1.4         1              -              -              -              

281            9.50           veh            3              veh            0              3              4              10             
281            9.50           veh.1          3              veh            1              -              -              -              
281            9.50           veh.2          3              veh            2              -              -              -              

282            9.50           veh1           3              veh1           0              4              4              10             
282            9.50           veh1.1         3              veh1           1              -              -              -              
282            9.50           veh1.2         3              veh1           2              -              -              -              
282            9.50           veh1.3         3              veh1           3              -              -              -              

283            9.50           veh1.4         3              veh1.4         0              2              4              10             
283            9.50           veh1.5         3              veh1.4         1              -              -              -              

284            9.60           veh            3              veh            0              3              4              10             
284            9.60           veh.1          3              veh            1              -              -              -              
284            9.60           veh.2          3              veh            2              -              -              -              

285            9.60           veh1           3              veh1           0              4              4              10             
285            9.60           veh1.1         3              veh1           1              -              -              -              
285            9.60           veh1.2         3              veh1           2              -              -              -              
285            9.60           veh1.3         3              veh1           3              -              -              -              

286            9.60           veh1.4         3              veh1.4         0              2              4              10             
286            9.60           veh1.5         3              veh1.4         1              -              -              -              

287            9.70           veh            3              veh            0              3              4              10             
287            9.70           veh.1          3              veh            1              -              -              -              
287            9.70           veh.2          3              veh            2              -              -              -              

288            9.70           veh1           3              veh1           0              4              4              10             
288            9.70           veh1.1         3              veh1           1              -              -              -              
288            9.70           veh1.2         3              veh1           2              -              -              -              
288            9.70           veh1.3         3              veh1           3              -              -              -              

289            9.70           veh1.4         3              veh1.4         0              2              4              10             
289            9.70           veh1.5         3              veh1.4         1              -              -              -              

290            9.80           veh            3              veh            0              3              4              10             
290            9.80           veh.1          3              veh            1              -              -              -              
290            9.80           veh.2          3              veh            2              -              -              -              

291            9.80           veh1           3              veh1           0              4              4              10             
291            9.80           veh1.1         3              veh1           1              -              -              -              
291            9.80           veh1.2         3              veh1           2              -              -              -              
291            9.80           veh1.3         3              veh1           3              -              -              -              

292            9.80           veh1.4         3              veh1.4         0              2              4              10             
292            9.80           veh1.5         3              veh1.4         1              -              -              -              

293            9.90           veh            3              veh            0              3              4              10             
293            9.90           veh.1          3              veh            1              -              -              -              
293            9.90           veh.2          3              veh            2              -              -              -              

294            9.90           veh1           3              veh1           0              4              4              10             
294            9.90           veh1.1         3              veh1           1              -              -              -              
294            9.90           veh1.2         3              veh1           2              -              -              -              
294            9.90           veh1.3         3              veh1           3              -              -              -              

295            9.90           veh1.4         3              veh1.4         0              2              4              10             
295            9.90           veh1.5         3              veh1.4         1              -              -              -              

296            10.00          veh            3              veh            0              3              4              10             
296            10.00          veh.1          3              veh            1              -              -              -              
296            10.00          veh.2          3              veh            2              -              -              -              

297            10.00          veh1           3              veh1           0              4              4              10             
