configName      Platooning
iniFile         omnetpp.ini
processID       3871
runID           Platooning-0-20191231-13:24:17-3871
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:24:17.716
endDateTime     2019-12-31 13:24:33.716
duration        0 hour, 0 minute, 15 second


index          timestamp      vehId          pltMode        pltId          pltDepth       pltSize        pltOptSize     pltMaxSize     
1828           61.00          veh1.5         3              veh1.4         1              -              -              -              

1829           61.10          veh            3              veh            0              3              5              10             
1829           61.10          veh.1          3              veh            1              -              -              -              
1829           61.10          veh.2          3              veh            2              -              -              -              

1830           61.10          veh1           3              veh1           0              4              5              10             
1830           61.10          veh1.1         3              veh1           1              -              -              -              
1830           61.10          veh1.2         3              veh1           2              -              -              -              
1830           61.10          veh1.3         3              veh1           3              -              -              -              

1831           61.10          veh1.4         3              veh1.4         0              2              5              10             
1831           61.10          veh1.5         3              veh1.4         1              -              -              -              

1832           61.20          veh            3              veh            0              3              5              10             
1832           61.20          veh.1          3              veh            1              -              -              -              
1832           61.20          veh.2          3              veh            2              -              -              -              

1833           61.20          veh1           3              veh1           0              4              5              10             
1833           61.20          veh1.1         3              veh1           1              -              -              -              
1833           61.20          veh1.2         3              veh1           2              -              -              -              
1833           61.20          veh1.3         3              veh1           3              -              -              -              

1834           61.20          veh1.4         3              veh1.4         0              2              5              10             
1834           61.20          veh1.5         3              veh1.4         1              -              -              -              

1835           61.30          veh            3              veh            0              3              5              10             
1835           61.30          veh.1          3              veh            1              -              -              -              
1835           61.30          veh.2          3              veh            2              -              -              -              

1836           61.30          veh1           3              veh1           0              4              5              10             
1836           61.30          veh1.1         3              veh1           1              -              -              -              
1836           61.30          veh1.2         3              veh1           2              -              -              -              
1836           61.30          veh1.3         3              veh1           3              -              -              -              

1837           61.30          veh1.4         3              veh1.4         0              2              5              10             
1837           61.30          veh1.5         3              veh1.4         1              -              -              -              

1838           61.40          veh            3              veh            0              3              5              10             
1838           61.40          veh.1          3              veh            1              -              -              -              
1838           61.40          veh.2          3              veh            2              -              -              -              

1839           61.40          veh1           3              veh1           0              4              5              10             
1839           61.40          veh1.1         3              veh1           1              -              -              -              
1839           61.40          veh1.2         3              veh1           2              -              -              -              
1839           61.40          veh1.3         3              veh1           3              -              -              -              

1840           61.40          veh1.4         3              veh1.4         0              2              5              10             
1840           61.40          veh1.5         3              veh1.4         1              -              -              -              

1841           61.50          veh            3              veh            0              3              5              10             
1841           61.50          veh.1          3              veh            1              -              -              -              
1841           61.50          veh.2          3              veh            2              -              -              -              

1842           61.50          veh1           3              veh1           0              4              5              10             
1842           61.50          veh1.1         3              veh1           1              -              -              -              
1842           61.50          veh1.2         3              veh1           2              -              -              -              
1842           61.50          veh1.3         3              veh1           3              -              -              -              

1843           61.50          veh1.4         3              veh1.4         0              2              5              10             
1843           61.50          veh1.5         3              veh1.4         1              -              -              -              

1844           61.60          veh            3              veh            0              3              5              10             
1844           61.60          veh.1          3              veh            1              -              -              -              
1844           61.60          veh.2          3              veh            2              -              -              -              

1845           61.60          veh1           3              veh1           0              4              5              10             
1845           61.60          veh1.1         3              veh1           1              -              -              -              
1845           61.60          veh1.2         3              veh1           2              -              -              -              
1845           61.60          veh1.3         3              veh1           3              -              -              -              

1846           61.60          veh1.4         3              veh1.4         0              2              5              10             
1846           61.60          veh1.5         3              veh1.4         1              -              -              -              

1847           61.70          veh            3              veh            0              3              5              10             
1847           61.70          veh.1          3              veh            1              -              -              -              
1847           61.70          veh.2          3              veh            2              -              -              -              

1848           61.70          veh1           3              veh1           0              4              5              10             
1848           61.70          veh1.1         3              veh1           1              -              -              -              
1848           61.70          veh1.2         3              veh1           2              -              -              -              
1848           61.70          veh1.3         3              veh1           3              -              -              -              

1849           61.70          veh1.4         3              veh1.4         0              2              5              10             
1849           61.70          veh1.5         3              veh1.4         1              -              -              -              

1850           61.80          veh            3              veh            0              3              5              10             
1850           61.80          veh.1          3              veh            1              -              -              -              
1850           61.80          veh.2          3              veh            2              -              -              -              

1851           61.80          veh1           3              veh1           0              4              5              10             
1851           61.80          veh1.1         3              veh1           1              -              -              -              
1851           61.80          veh1.2         3              veh1           2              -              -              -              
1851           61.80          veh1.3         3              veh1           3              -              -              -              

1852           61.80          veh1.4         3              veh1.4         0              2              5              10             
1852           61.80          veh1.5         3              veh1.4         1              -              -              -              

1853           61.90          veh            3              veh            0              3              5              10             
1853           61.90          veh.1          3              veh            1              -              -              -              
1853           61.90          veh.2          3              veh            2              -              -              -              

1854           61.90          veh1           3              veh1           0              4              5              10             
1854           61.90          veh1.1         3              veh1           1              -              -              -              
1854           61.90          veh1.2         3              veh1           2              -              -              -              
1854           61.90          veh1.3         3              veh1           3              -              -              -              

1855           61.90          veh1.4         3              veh1.4         0              2              5              10             
1855           61.90          veh1.5         3              veh1.4         1              -              -              -              

1856           62.00          veh            3              veh            0              3              5              10             
1856           62.00          veh.1          3              veh            1              -              -              -              
1856           62.00          veh.2          3              veh            2              -              -              -              

1857           62.00          veh1           3              veh1           0              4              5              10             
1857           62.00          veh1.1         3              veh1           1              -              -              -              
1857           62.00          veh1.2         3              veh1           2              -              -              -              
1857           62.00          veh1.3         3              veh1           3              -              -              -              

1858           62.00          veh1.4         3              veh1.4         0              2              5              10             
1858           62.00          veh1.5         3              veh1.4         1              -              -              -              

1859           62.10          veh            3              veh            0              3              5              10             
1859           62.10          veh.1          3              veh            1              -              -              -              
1859           62.10          veh.2          3              veh            2              -              -              -              

1860           62.10          veh1           3              veh1           0              4              5              10             
1860           62.10          veh1.1         3              veh1           1              -              -              -              
1860           62.10          veh1.2         3              veh1           2              -              -              -              
1860           62.10          veh1.3         3              veh1           3              -              -              -              

1861           62.10          veh1.4         3              veh1.4         0              2              5              10             
1861           62.10          veh1.5         3              veh1.4         1              -              -              -              

1862           62.20          veh            3              veh            0              3              5              10             
1862           62.20          veh.1          3              veh            1              -              -              -              
1862           62.20          veh.2          3              veh            2              -              -              -              

1863           62.20          veh1           3              veh1           0              4              5              10             
1863           62.20          veh1.1         3              veh1           1              -              -              -              
1863           62.20          veh1.2         3              veh1           2              -              -              -              
1863           62.20          veh1.3         3              veh1           3              -              -              -              

1864           62.20          veh1.4         3              veh1.4         0              2              5              10             
1864           62.20          veh1.5         3              veh1.4         1              -              -              -              

1865           62.30          veh            3              veh            0              3              5              10             
1865           62.30          veh.1          3              veh            1              -              -              -              
1865           62.30          veh.2          3              veh            2              -              -              -              

1866           62.30          veh1           3              veh1           0              4              5              10             
1866           62.30          veh1.1         3              veh1           1              -              -              -              
1866           62.30          veh1.2         3              veh1           2              -              -              -              
1866           62.30          veh1.3         3              veh1           3              -              -              -              

1867           62.30          veh1.4         3              veh1.4         0              2              5              10             
1867           62.30          veh1.5         3              veh1.4         1              -              -              -              

1868           62.40          veh            3              veh            0              3              5              10             
1868           62.40          veh.1          3              veh            1              -              -              -              
1868           62.40          veh.2          3              veh            2              -              -              -              

1869           62.40          veh1           3              veh1           0              4              5              10             
1869           62.40          veh1.1         3              veh1           1              -              -              -              
1869           62.40          veh1.2         3              veh1           2              -              -              -              
1869           62.40          veh1.3         3              veh1           3              -              -              -              

1870           62.40          veh1.4         3              veh1.4         0              2              5              10             
1870           62.40          veh1.5         3              veh1.4         1              -              -              -              

1871           62.50          veh            3              veh            0              3              5              10             
1871           62.50          veh.1          3              veh            1              -              -              -              
1871           62.50          veh.2          3              veh            2              -              -              -              

1872           62.50          veh1           3              veh1           0              4              5              10             
1872           62.50          veh1.1         3              veh1           1              -              -              -              
1872           62.50          veh1.2         3              veh1           2              -              -              -              
1872           62.50          veh1.3         3              veh1           3              -              -              -              

1873           62.50          veh1.4         3              veh1.4         0              2              5              10             
1873           62.50          veh1.5         3              veh1.4         1              -              -              -              

1874           62.60          veh            3              veh            0              3              5              10             
1874           62.60          veh.1          3              veh            1              -              -              -              
1874           62.60          veh.2          3              veh            2              -              -              -              

1875           62.60          veh1           3              veh1           0              4              5              10             
1875           62.60          veh1.1         3              veh1           1              -              -              -              
1875           62.60          veh1.2         3              veh1           2              -              -              -              
1875           62.60          veh1.3         3              veh1           3              -              -              -              

1876           62.60          veh1.4         3              veh1.4         0              2              5              10             
1876           62.60          veh1.5         3              veh1.4         1              -              -              -              

1877           62.70          veh            3              veh            0              3              5              10             
1877           62.70          veh.1          3              veh            1              -              -              -              
1877           62.70          veh.2          3              veh            2              -              -              -              

1878           62.70          veh1           3              veh1           0              4              5              10             
1878           62.70          veh1.1         3              veh1           1              -              -              -              
1878           62.70          veh1.2         3              veh1           2              -              -              -              
1878           62.70          veh1.3         3              veh1           3              -              -              -              

1879           62.70          veh1.4         3              veh1.4         0              2              5              10             
1879           62.70          veh1.5         3              veh1.4         1              -              -              -              

1880           62.80          veh            3              veh            0              3              5              10             
1880           62.80          veh.1          3              veh            1              -              -              -              
1880           62.80          veh.2          3              veh            2              -              -              -              

1881           62.80          veh1           3              veh1           0              4              5              10             
1881           62.80          veh1.1         3              veh1           1              -              -              -              
1881           62.80          veh1.2         3              veh1           2              -              -              -              
1881           62.80          veh1.3         3              veh1           3              -              -              -              

1882           62.80          veh1.4         3              veh1.4         0              2              5              10             
1882           62.80          veh1.5         3              veh1.4         1              -              -              -              

1883           62.90          veh            3              veh            0              3              5              10             
1883           62.90          veh.1          3              veh            1              -              -              -              
1883           62.90          veh.2          3              veh            2              -              -              -              

1884           62.90          veh1           3              veh1           0              4              5              10             
1884           62.90          veh1.1         3              veh1           1              -              -              -              
1884           62.90          veh1.2         3              veh1           2              -              -              -              
1884           62.90          veh1.3         3              veh1           3              -              -              -              

1885           62.90          veh1.4         3              veh1.4         0              2              5              10             
1885           62.90          veh1.5         3              veh1.4         1              -              -              -              

1886           63.00          veh            3              veh            0              3              5              10             
1886           63.00          veh.1          3              veh            1              -              -              -              
1886           63.00          veh.2          3              veh            2              -              -              -              

1887           63.00          veh1           3              veh1           0              4              5              10             
1887           63.00          veh1.1         3              veh1           1              -              -              -              
1887           63.00          veh1.2         3              veh1           2              -              -              -              
1887           63.00          veh1.3         3              veh1           3              -              -              -              

1888           63.00          veh1.4         3              veh1.4         0              2              5              10             
1888           63.00          veh1.5         3              veh1.4         1              -              -              -              

1889           63.10          veh            3              veh            0              3              5              10             
1889           63.10          veh.1          3              veh            1              -              -              -              
1889           63.10          veh.2          3              veh            2              -              -              -              

1890           63.10          veh1           3              veh1           0              4              5              10             
1890           63.10          veh1.1         3              veh1           1              -              -              -              
1890           63.10          veh1.2         3              veh1           2              -              -              -              
1890           63.10          veh1.3         3              veh1           3              -              -              -              

1891           63.10          veh1.4         3              veh1.4         0              2              5              10             
1891           63.10          veh1.5         3              veh1.4         1              -              -              -              

1892           63.20          veh            3              veh            0              3              5              10             
1892           63.20          veh.1          3              veh            1              -              -              -              
1892           63.20          veh.2          3              veh            2              -              -              -              

1893           63.20          veh1           3              veh1           0              4              5              10             
1893           63.20          veh1.1         3              veh1           1              -              -              -              
1893           63.20          veh1.2         3              veh1           2              -              -              -              
1893           63.20          veh1.3         3              veh1           3              -              -              -              

1894           63.20          veh1.4         3              veh1.4         0              2              5              10             
1894           63.20          veh1.5         3              veh1.4         1              -              -              -              

1895           63.30          veh            3              veh            0              3              5              10             
1895           63.30          veh.1          3              veh            1              -              -              -              
1895           63.30          veh.2          3              veh            2              -              -              -              

1896           63.30          veh1           3              veh1           0              4              5              10             
1896           63.30          veh1.1         3              veh1           1              -              -              -              
1896           63.30          veh1.2         3              veh1           2              -              -              -              
1896           63.30          veh1.3         3              veh1           3              -              -              -              

1897           63.30          veh1.4         3              veh1.4         0              2              5              10             
1897           63.30          veh1.5         3              veh1.4         1              -              -              -              

1898           63.40          veh            3              veh            0              3              5              10             
1898           63.40          veh.1          3              veh            1              -              -              -              
1898           63.40          veh.2          3              veh            2              -              -              -              

1899           63.40          veh1           3              veh1           0              4              5              10             
1899           63.40          veh1.1         3              veh1           1              -              -              -              
1899           63.40          veh1.2         3              veh1           2              -              -              -              
1899           63.40          veh1.3         3              veh1           3              -              -              -              

1900           63.40          veh1.4         3              veh1.4         0              2              5              10             
1900           63.40          veh1.5         3              veh1.4         1              -              -              -              

1901           63.50          veh            3              veh            0              3              5              10             
1901           63.50          veh.1          3              veh            1              -              -              -              
1901           63.50          veh.2          3              veh            2              -              -              -              

1902           63.50          veh1           3              veh1           0              4              5              10             
1902           63.50          veh1.1         3              veh1           1              -              -              -              
1902           63.50          veh1.2         3              veh1           2              -              -              -              
1902           63.50          veh1.3         3              veh1           3              -              -              -              

1903           63.50          veh1.4         3              veh1.4         0              2              5              10             
1903           63.50          veh1.5         3              veh1.4         1              -              -              -              

1904           63.60          veh            3              veh            0              3              5              10             
1904           63.60          veh.1          3              veh            1              -              -              -              
1904           63.60          veh.2          3              veh            2              -              -              -              

1905           63.60          veh1           3              veh1           0              4              5              10             
1905           63.60          veh1.1         3              veh1           1              -              -              -              
1905           63.60          veh1.2         3              veh1           2              -              -              -              
1905           63.60          veh1.3         3              veh1           3              -              -              -              

1906           63.60          veh1.4         3              veh1.4         0              2              5              10             
1906           63.60          veh1.5         3              veh1.4         1              -              -              -              

1907           63.70          veh            3              veh            0              3              5              10             
1907           63.70          veh.1          3              veh            1              -              -              -              
1907           63.70          veh.2          3              veh            2              -              -              -              

1908           63.70          veh1           3              veh1           0              4              5              10             
1908           63.70          veh1.1         3              veh1           1              -              -              -              
1908           63.70          veh1.2         3              veh1           2              -              -              -              
1908           63.70          veh1.3         3              veh1           3              -              -              -              

1909           63.70          veh1.4         3              veh1.4         0              2              5              10             
1909           63.70          veh1.5         3              veh1.4         1              -              -              -              

1910           63.80          veh            3              veh            0              3              5              10             
1910           63.80          veh.1          3              veh            1              -              -              -              
1910           63.80          veh.2          3              veh            2              -              -              -              

1911           63.80          veh1           3              veh1           0              4              5              10             
1911           63.80          veh1.1         3              veh1           1              -              -              -              
1911           63.80          veh1.2         3              veh1           2              -              -              -              
1911           63.80          veh1.3         3              veh1           3              -              -              -              

1912           63.80          veh1.4         3              veh1.4         0              2              5              10             
1912           63.80          veh1.5         3              veh1.4         1              -              -              -              

1913           63.90          veh            3              veh            0              3              5              10             
1913           63.90          veh.1          3              veh            1              -              -              -              
1913           63.90          veh.2          3              veh            2              -              -              -              

1914           63.90          veh1           3              veh1           0              4              5              10             
1914           63.90          veh1.1         3              veh1           1              -              -              -              
1914           63.90          veh1.2         3              veh1           2              -              -              -              
1914           63.90          veh1.3         3              veh1           3              -              -              -              

1915           63.90          veh1.4         3              veh1.4         0              2              5              10             
1915           63.90          veh1.5         3              veh1.4         1              -              -              -              

1916           64.00          veh            3              veh            0              3              5              10             
1916           64.00          veh.1          3              veh            1              -              -              -              
1916           64.00          veh.2          3              veh            2              -              -              -              

1917           64.00          veh1           3              veh1           0              4              5              10             
1917           64.00          veh1.1         3              veh1           1              -              -              -              
1917           64.00          veh1.2         3              veh1           2              -              -              -              
1917           64.00          veh1.3         3              veh1           3              -              -              -              

1918           64.00          veh1.4         3              veh1.4         0              2              5              10             
1918           64.00          veh1.5         3              veh1.4         1              -              -              -              

1919           64.10          veh            3              veh            0              3              5              10             
1919           64.10          veh.1          3              veh            1              -              -              -              
1919           64.10          veh.2          3              veh            2              -              -              -              

1920           64.10          veh1           3              veh1           0              4              5              10             
1920           64.10          veh1.1         3              veh1           1              -              -              -              
1920           64.10          veh1.2         3              veh1           2              -              -              -              
1920           64.10          veh1.3         3              veh1           3              -              -              -              

1921           64.10          veh1.4         3              veh1.4         0              2              5              10             
1921           64.10          veh1.5         3              veh1.4         1              -              -              -              

1922           64.20          veh            3              veh            0              3              5              10             
1922           64.20          veh.1          3              veh            1              -              -              -              
1922           64.20          veh.2          3              veh            2              -              -              -              

1923           64.20          veh1           3              veh1           0              4              5              10             
1923           64.20          veh1.1         3              veh1           1              -              -              -              
1923           64.20          veh1.2         3              veh1           2              -              -              -              
1923           64.20          veh1.3         3              veh1           3              -              -              -              

1924           64.20          veh1.4         3              veh1.4         0              2              5              10             
1924           64.20          veh1.5         3              veh1.4         1              -              -              -              

1925           64.30          veh            3              veh            0              3              5              10             
1925           64.30          veh.1          3              veh            1              -              -              -              
1925           64.30          veh.2          3              veh            2              -              -              -              

1926           64.30          veh1           3              veh1           0              4              5              10             
1926           64.30          veh1.1         3              veh1           1              -              -              -              
1926           64.30          veh1.2         3              veh1           2              -              -              -              
1926           64.30          veh1.3         3              veh1           3              -              -              -              

1927           64.30          veh1.4         3              veh1.4         0              2              5              10             
1927           64.30          veh1.5         3              veh1.4         1              -              -              -              

1928           64.40          veh            3              veh            0              3              5              10             
1928           64.40          veh.1          3              veh            1              -              -              -              
1928           64.40          veh.2          3              veh            2              -              -              -              

1929           64.40          veh1           3              veh1           0              4              5              10             
1929           64.40          veh1.1         3              veh1           1              -              -              -              
1929           64.40          veh1.2         3              veh1           2              -              -              -              
1929           64.40          veh1.3         3              veh1           3              -              -              -              

1930           64.40          veh1.4         3              veh1.4         0              2              5              10             
1930           64.40          veh1.5         3              veh1.4         1              -              -              -              

1931           64.50          veh            3              veh            0              3              5              10             
1931           64.50          veh.1          3              veh            1              -              -              -              
1931           64.50          veh.2          3              veh            2              -              -              -              

1932           64.50          veh1           3              veh1           0              4              5              10             
1932           64.50          veh1.1         3              veh1           1              -              -              -              
1932           64.50          veh1.2         3              veh1           2              -              -              -              
1932           64.50          veh1.3         3              veh1           3              -              -              -              

1933           64.50          veh1.4         3              veh1.4         0              2              5              10             
1933           64.50          veh1.5         3              veh1.4         1              -              -              -              

1934           64.60          veh            3              veh            0              3              5              10             
1934           64.60          veh.1          3              veh            1              -              -              -              
1934           64.60          veh.2          3              veh            2              -              -              -              

1935           64.60          veh1           3              veh1           0              4              5              10             
1935           64.60          veh1.1         3              veh1           1              -              -              -              
1935           64.60          veh1.2         3              veh1           2              -              -              -              
1935           64.60          veh1.3         3              veh1           3              -              -              -              

1936           64.60          veh1.4         3              veh1.4         0              2              5              10             
1936           64.60          veh1.5         3              veh1.4         1              -              -              -              

1937           64.70          veh            3              veh            0              3              5              10             
1937           64.70          veh.1          3              veh            1              -              -              -              
1937           64.70          veh.2          3              veh            2              -              -              -              

1938           64.70          veh1           3              veh1           0              4              5              10             
1938           64.70          veh1.1         3              veh1           1              -              -              -              
1938           64.70          veh1.2         3              veh1           2              -              -              -              
