configName      Platooning
iniFile         omnetpp.ini
processID       3559
runID           Platooning-0-20191231-13:17:44-3559
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:17:44.958
endDateTime     2019-12-31 13:17:57.958
duration        0 hour, 0 minute, 12 second


index     timeStamp   vehid               lane                lanepos             speed               accel               timegapsetting      timegap             drivingdistance     
628       62.70       veh.2               1to2_0              1152.33             20.00               0.00                0.55                0.65                1066.53             
628       62.70       veh.3               1to2_0              1134.33             20.02               -0.02               0.55                0.65                1055.63             
628       62.70       veh1                1to2_2              1150.52             20.00               0.00                0.55                -1.00               1050.52             
628       62.70       veh1.1              1to2_2              1125.23             19.98               0.01                0.55                1.02                1034.33             
628       62.70       veh1.2              1to2_2              1102.25             19.98               0.01                0.55                0.65                1023.45             

629       62.80       flow1.0             1to2_0              1650.47             30.00               0.00                1.64                -1.00               1650.47             
629       62.80       flow1.1             1to2_1              1031.23             20.00               0.00                2.00                7.91                1031.23             
629       62.80       flow1.10            1to2_0              205.50              30.00               0.00                1.64                14.05               205.50              
629       62.80       flow1.11            1to2_2              70.38               20.40               3.00                1.64                28.44               70.38               
629       62.80       flow1.12            1to2_2              3.42                3.60                2.00                2.00                17.21               3.42                
629       62.80       flow1.2             1to2_1              986.62              19.96               0.01                1.64                1.73                986.62              
629       62.80       flow1.3             1to2_0              947.48              19.85               -3.00               1.64                9.26                947.48              
629       62.80       flow1.4             1to2_2              1051.24             22.29               -0.38               1.64                2.15                1051.24             
629       62.80       flow1.5             1to2_0              637.00              20.00               0.00                2.00                15.27               637.00              
629       62.80       flow1.6             1to2_1              805.50              30.00               0.00                1.64                5.87                805.50              
629       62.80       flow1.7             1to2_2              655.50              30.00               0.00                1.64                13.02               655.50              
629       62.80       flow1.8             1to2_1              505.50              30.00               0.00                1.64                9.83                505.50              
629       62.80       flow1.9             1to2_1              355.50              30.00               0.00                1.64                4.83                355.50              
629       62.80       stopped             1to2_1              1194.50             30.00               0.00                1.64                -1.00               232.50              
629       62.80       veh                 1to2_0              1190.33             20.00               0.00                0.55                22.76               1090.33             
629       62.80       veh.1               1to2_0              1172.33             20.00               -0.00               0.55                0.65                1079.43             
629       62.80       veh.2               1to2_0              1154.33             20.00               0.00                0.55                0.65                1068.53             
629       62.80       veh.3               1to2_0              1136.33             20.02               -0.03               0.55                0.65                1057.63             
629       62.80       veh1                1to2_2              1152.52             20.00               0.00                0.55                -1.00               1052.52             
629       62.80       veh1.1              1to2_2              1127.23             19.98               0.01                0.55                1.02                1036.33             
629       62.80       veh1.2              1to2_2              1104.24             19.98               0.01                0.55                0.65                1025.44             

630       62.90       flow1.0             1to2_0              1653.47             30.00               0.00                1.64                -1.00               1653.47             
630       62.90       flow1.1             1to2_1              1033.23             20.00               0.00                2.00                7.96                1033.23             
630       62.90       flow1.10            1to2_0              208.50              30.00               0.00                1.64                14.02               208.50              
630       62.90       flow1.11            1to2_2              72.45               20.70               3.00                1.64                28.07               72.45               
630       62.90       flow1.12            1to2_2              3.80                3.80                2.00                2.00                16.75               3.80                
630       62.90       flow1.2             1to2_1              988.62              19.97               0.01                1.64                1.73                988.62              
630       62.90       flow1.3             1to2_0              949.50              20.15               3.00                1.64                9.12                949.50              
630       62.90       flow1.4             1to2_2              1053.47             22.25               -0.38               1.64                2.15                1053.47             
630       62.90       flow1.5             1to2_0              639.00              20.00               0.00                2.00                15.27               639.00              
630       62.90       flow1.6             1to2_1              808.50              30.00               0.00                1.64                5.84                808.50              
630       62.90       flow1.7             1to2_2              658.50              30.00               0.00                1.64                13.00               658.50              
630       62.90       flow1.8             1to2_1              508.50              30.00               0.00                1.64                9.83                508.50              
630       62.90       flow1.9             1to2_1              358.50              30.00               0.00                1.64                4.83                358.50              
630       62.90       stopped             1to2_1              1197.50             30.00               0.00                1.64                -1.00               235.50              
630       62.90       veh                 1to2_0              1192.33             20.00               0.00                0.55                22.81               1092.33             
630       62.90       veh.1               1to2_0              1174.33             20.00               -0.00               0.55                0.65                1081.43             
630       62.90       veh.2               1to2_0              1156.33             20.00               -0.00               0.55                0.65                1070.53             
630       62.90       veh.3               1to2_0              1138.33             20.01               -0.04               0.55                0.65                1059.63             
630       62.90       veh1                1to2_2              1154.52             20.00               0.00                0.55                -1.00               1054.52             
630       62.90       veh1.1              1to2_2              1129.23             19.99               0.01                0.55                1.02                1038.33             
630       62.90       veh1.2              1to2_2              1106.24             19.98               0.01                0.55                0.65                1027.44             

631       63.00       flow1.0             1to2_0              1656.47             30.00               0.00                1.64                -1.00               1656.47             
631       63.00       flow1.1             1to2_1              1035.23             20.00               0.00                2.00                8.01                1035.23             
631       63.00       flow1.10            1to2_0              211.50              30.00               0.00                1.64                13.98               211.50              
631       63.00       flow1.11            1to2_2              74.55               21.00               3.00                1.64                27.71               74.55               
631       63.00       flow1.12            1to2_2              4.20                4.00                2.00                2.00                16.34               4.20                
631       63.00       flow1.2             1to2_1              990.61              19.97               0.01                1.64                1.73                990.61              
631       63.00       flow1.3             1to2_0              951.48              19.85               -3.00               1.64                9.26                951.48              
631       63.00       flow1.4             1to2_2              1055.69             22.22               -0.37               1.64                2.14                1055.69             
631       63.00       flow1.5             1to2_0              641.00              20.00               0.00                2.00                15.27               641.00              
631       63.00       flow1.6             1to2_1              811.50              30.00               0.00                1.64                5.80                811.50              
631       63.00       flow1.7             1to2_2              661.50              30.00               0.00                1.64                12.97               661.50              
631       63.00       flow1.8             1to2_1              511.50              30.00               0.00                1.64                9.83                511.50              
631       63.00       flow1.9             1to2_1              361.50              30.00               0.00                1.64                4.83                361.50              
631       63.00       stopped             1to2_1              1200.50             30.00               0.00                1.64                -1.00               238.50              
631       63.00       veh                 1to2_0              1194.33             20.00               0.00                0.55                22.86               1094.33             
631       63.00       veh.1               1to2_0              1176.33             20.00               -0.00               0.55                0.65                1083.43             
631       63.00       veh.2               1to2_0              1158.33             20.00               -0.00               0.55                0.65                1072.53             
631       63.00       veh.3               1to2_0              1140.33             20.01               -0.05               0.55                0.65                1061.63             
631       63.00       veh1                1to2_2              1156.52             20.00               0.00                0.55                -1.00               1056.52             
631       63.00       veh1.1              1to2_2              1131.23             19.99               0.01                0.55                1.02                1040.33             
631       63.00       veh1.2              1to2_2              1108.24             19.98               0.01                0.55                0.65                1029.44             

632       63.10       flow1.0             1to2_0              1659.47             30.00               0.00                1.64                -1.00               1659.47             
632       63.10       flow1.1             1to2_1              1037.23             20.00               0.00                2.00                8.06                1037.23             
632       63.10       flow1.10            1to2_0              214.50              30.00               0.00                1.64                13.95               214.50              
632       63.10       flow1.11            1to2_2              76.68               21.30               3.00                1.64                27.36               76.68               
632       63.10       flow1.12            1to2_2              4.62                4.20                2.00                2.00                15.97               4.62                
632       63.10       flow1.2             1to2_1              992.61              19.97               0.01                1.64                1.73                992.61              
632       63.10       flow1.3             1to2_0              953.50              20.15               3.00                1.64                9.12                953.50              
632       63.10       flow1.4             1to2_2              1057.91             22.18               -0.36               1.64                2.13                1057.91             
632       63.10       flow1.5             1to2_0              643.00              20.00               0.00                2.00                15.27               643.00              
632       63.10       flow1.6             1to2_1              814.50              30.00               0.00                1.64                5.77                814.50              
632       63.10       flow1.7             1to2_2              664.50              30.00               0.00                1.64                12.95               664.50              
632       63.10       flow1.8             1to2_1              514.50              30.00               0.00                1.64                9.83                514.50              
632       63.10       flow1.9             1to2_1              364.50              30.00               0.00                1.64                4.83                364.50              
632       63.10       stopped             1to2_1              1203.50             30.00               0.00                1.64                -1.00               241.50              
632       63.10       veh                 1to2_0              1196.33             20.00               0.00                0.55                22.91               1096.33             
632       63.10       veh.1               1to2_0              1178.33             20.00               -0.00               0.55                0.65                1085.43             
632       63.10       veh.2               1to2_0              1160.33             20.00               -0.00               0.55                0.65                1074.53             
632       63.10       veh.3               1to2_0              1142.34             20.00               -0.05               0.55                0.65                1063.64             
632       63.10       veh1                1to2_2              1158.52             20.00               0.00                0.55                -1.00               1058.52             
632       63.10       veh1.1              1to2_2              1133.23             19.99               0.01                0.55                1.02                1042.33             
632       63.10       veh1.2              1to2_2              1110.24             19.98               0.01                0.55                0.65                1031.44             

633       63.20       flow1.0             1to2_0              1662.47             30.00               0.00                1.64                -1.00               1662.47             
633       63.20       flow1.1             1to2_1              1039.23             20.00               0.00                2.00                8.11                1039.23             
633       63.20       flow1.10            1to2_0              217.50              30.00               0.00                1.64                13.92               217.50              
633       63.20       flow1.11            1to2_2              78.84               21.60               3.00                1.64                27.02               78.84               
633       63.20       flow1.12            1to2_2              5.06                4.40                2.00                2.00                15.63               5.06                
633       63.20       flow1.2             1to2_1              994.61              19.97               0.01                1.64                1.73                994.61              
633       63.20       flow1.3             1to2_0              955.48              19.85               -3.00               1.64                9.26                955.48              
633       63.20       flow1.4             1to2_2              1060.12             22.15               -0.36               1.64                2.13                1060.12             
633       63.20       flow1.5             1to2_0              645.00              20.00               0.00                2.00                15.27               645.00              
633       63.20       flow1.6             1to2_1              817.50              30.00               0.00                1.64                5.74                817.50              
633       63.20       flow1.7             1to2_2              667.50              30.00               0.00                1.64                12.92               667.50              
633       63.20       flow1.8             1to2_1              517.50              30.00               0.00                1.64                9.83                517.50              
633       63.20       flow1.9             1to2_1              367.50              30.00               0.00                1.64                4.83                367.50              
633       63.20       stopped             1to2_1              1206.50             30.00               0.00                1.64                -1.00               244.50              
633       63.20       veh                 1to2_0              1198.33             20.00               0.00                0.55                22.96               1098.33             
633       63.20       veh.1               1to2_0              1180.33             20.00               -0.00               0.55                0.65                1087.43             
633       63.20       veh.2               1to2_0              1162.33             20.00               -0.00               0.55                0.65                1076.53             
633       63.20       veh.3               1to2_0              1144.34             20.00               -0.04               0.55                0.65                1065.64             
633       63.20       veh1                1to2_2              1160.52             20.00               0.00                0.55                -1.00               1060.52             
633       63.20       veh1.1              1to2_2              1135.23             19.99               0.01                0.55                1.02                1044.33             
633       63.20       veh1.2              1to2_2              1112.24             19.98               0.01                0.55                0.65                1033.44             

634       63.30       flow1.0             1to2_0              1665.47             30.00               0.00                1.64                -1.00               1665.47             
634       63.30       flow1.1             1to2_1              1041.23             20.00               0.00                2.00                8.16                1041.23             
634       63.30       flow1.10            1to2_0              220.50              30.00               0.00                1.64                13.88               220.50              
634       63.30       flow1.11            1to2_2              81.03               21.90               3.00                1.64                26.69               81.03               
634       63.30       flow1.12            1to2_2              5.52                4.60                2.00                2.00                15.33               5.52                
634       63.30       flow1.2             1to2_1              996.60              19.97               0.01                1.64                1.73                996.60              
634       63.30       flow1.3             1to2_0              957.50              20.15               3.00                1.64                9.12                957.50              
634       63.30       flow1.4             1to2_2              1062.33             22.11               -0.35               1.64                2.12                1062.33             
634       63.30       flow1.5             1to2_0              647.00              20.00               0.00                2.00                15.27               647.00              
634       63.30       flow1.6             1to2_1              820.50              30.00               0.00                1.64                5.70                820.50              
634       63.30       flow1.7             1to2_2              670.50              30.00               0.00                1.64                12.89               670.50              
634       63.30       flow1.8             1to2_1              520.50              30.00               0.00                1.64                9.83                520.50              
634       63.30       flow1.9             1to2_1              370.50              30.00               0.00                1.64                4.83                370.50              
634       63.30       stopped             1to2_1              1209.50             30.00               0.00                1.64                -1.00               247.50              
634       63.30       veh                 1to2_0              1200.33             20.00               0.00                0.55                23.01               1100.33             
634       63.30       veh.1               1to2_0              1182.33             20.00               -0.00               0.55                0.65                1089.43             
634       63.30       veh.2               1to2_0              1164.33             20.00               -0.00               0.55                0.65                1078.53             
634       63.30       veh.3               1to2_0              1146.33             20.00               -0.04               0.55                0.65                1067.63             
634       63.30       veh1                1to2_2              1162.52             20.00               0.00                0.55                -1.00               1062.52             
634       63.30       veh1.1              1to2_2              1137.22             19.99               0.01                0.55                1.02                1046.32             
634       63.30       veh1.2              1to2_2              1114.23             19.98               0.01                0.55                0.65                1035.43             

635       63.40       flow1.0             1to2_0              1668.47             30.00               0.00                1.64                -1.00               1668.47             
635       63.40       flow1.1             1to2_1              1043.23             20.00               0.00                2.00                8.21                1043.23             
635       63.40       flow1.10            1to2_0              223.50              30.00               0.00                1.64                13.85               223.50              
635       63.40       flow1.11            1to2_2              83.25               22.20               3.00                1.64                26.36               83.25               
635       63.40       flow1.12            1to2_2              6.00                4.80                2.00                2.00                15.05               6.00                
635       63.40       flow1.2             1to2_1              998.60              19.97               0.01                1.64                1.73                998.60              
635       63.40       flow1.3             1to2_0              959.48              19.85               -3.00               1.64                9.26                959.48              
635       63.40       flow1.4             1to2_2              1064.54             22.08               -0.35               1.64                2.12                1064.54             
635       63.40       flow1.5             1to2_0              649.00              20.00               0.00                2.00                15.27               649.00              
635       63.40       flow1.6             1to2_1              823.50              30.00               0.00                1.64                5.67                823.50              
635       63.40       flow1.7             1to2_2              673.50              30.00               0.00                1.64                12.87               673.50              
635       63.40       flow1.8             1to2_1              523.50              30.00               0.00                1.64                9.83                523.50              
635       63.40       flow1.9             1to2_1              373.50              30.00               0.00                1.64                4.83                373.50              
635       63.40       stopped             1to2_1              1212.50             30.00               0.00                1.64                -1.00               250.50              
635       63.40       veh                 1to2_0              1202.33             20.00               0.00                0.55                23.06               1102.33             
635       63.40       veh.1               1to2_0              1184.33             20.00               -0.00               0.55                0.65                1091.43             
635       63.40       veh.2               1to2_0              1166.33             20.00               -0.00               0.55                0.65                1080.53             
635       63.40       veh.3               1to2_0              1148.33             19.99               -0.03               0.55                0.65                1069.63             
635       63.40       veh1                1to2_2              1164.52             20.00               0.00                0.55                -1.00               1064.52             
635       63.40       veh1.1              1to2_2              1139.22             19.99               0.01                0.55                1.02                1048.32             
635       63.40       veh1.2              1to2_2              1116.23             19.98               0.01                0.55                0.65                1037.43             

636       63.50       flow1.0             1to2_0              1671.47             30.00               0.00                1.64                -1.00               1671.47             
636       63.50       flow1.1             1to2_1              1045.23             20.00               0.00                2.00                8.26                1045.23             
636       63.50       flow1.10            1to2_0              226.50              30.00               0.00                1.64                13.82               226.50              
636       63.50       flow1.11            1to2_2              85.50               22.50               3.00                1.64                26.04               85.50               
636       63.50       flow1.12            1to2_2              6.50                5.00                2.00                2.00                14.80               6.50                
636       63.50       flow1.2             1to2_1              1000.60             19.97               0.01                1.64                1.73                1000.60             
636       63.50       flow1.3             1to2_0              961.50              20.15               3.00                1.64                9.12                961.50              
636       63.50       flow1.4             1to2_2              1066.74             22.04               -0.34               1.64                2.11                1066.74             
636       63.50       flow1.5             1to2_0              651.00              20.00               0.00                2.00                15.27               651.00              
636       63.50       flow1.6             1to2_1              826.50              30.00               0.00                1.64                5.64                826.50              
636       63.50       flow1.7             1to2_2              676.50              30.00               0.00                1.64                12.84               676.50              
636       63.50       flow1.8             1to2_1              526.50              30.00               0.00                1.64                9.83                526.50              
636       63.50       flow1.9             1to2_1              376.50              30.00               0.00                1.64                4.83                376.50              
636       63.50       stopped             1to2_1              1215.50             30.00               0.00                1.64                -1.00               253.50              
636       63.50       veh                 1to2_0              1204.33             20.00               0.00                0.55                23.11               1104.33             
636       63.50       veh.1               1to2_0              1186.33             20.00               -0.00               0.55                0.65                1093.43             
636       63.50       veh.2               1to2_0              1168.33             20.00               -0.00               0.55                0.65                1082.53             
636       63.50       veh.3               1to2_0              1150.33             19.99               -0.02               0.55                0.65                1071.63             
636       63.50       veh1                1to2_2              1166.52             20.00               0.00                0.55                -1.00               1066.52             
636       63.50       veh1.1              1to2_2              1141.22             19.99               0.01                0.55                1.02                1050.32             
636       63.50       veh1.2              1to2_2              1118.23             19.98               0.01                0.55                0.65                1039.43             

637       63.60       flow1.0             1to2_0              1674.47             30.00               0.00                1.64                -1.00               1674.47             
637       63.60       flow1.1             1to2_1              1047.23             20.00               0.00                2.00                8.31                1047.23             
637       63.60       flow1.10            1to2_0              229.50              30.00               0.00                1.64                13.78               229.50              
637       63.60       flow1.11            1to2_2              87.78               22.80               3.00                1.64                25.73               87.78               
637       63.60       flow1.12            1to2_2              7.02                5.20                2.00                2.00                14.57               7.02                
637       63.60       flow1.2             1to2_1              1002.59             19.97               0.01                1.64                1.73                1002.59             
637       63.60       flow1.3             1to2_0              963.48              19.85               -3.00               1.64                9.26                963.48              
637       63.60       flow1.4             1to2_2              1068.94             22.01               -0.34               1.64                2.10                1068.94             
637       63.60       flow1.5             1to2_0              653.00              20.00               0.00                2.00                15.27               653.00              
637       63.60       flow1.6             1to2_1              829.50              30.00               0.00                1.64                5.60                829.50              
637       63.60       flow1.7             1to2_2              679.50              30.00               0.00                1.64                12.81               679.50              
637       63.60       flow1.8             1to2_1              529.50              30.00               0.00                1.64                9.83                529.50              
637       63.60       flow1.9             1to2_1              379.50              30.00               0.00                1.64                4.83                379.50              
637       63.60       stopped             1to2_1              1218.50             30.00               0.00                1.64                -1.00               256.50              
637       63.60       veh                 1to2_0              1206.33             20.00               0.00                0.55                23.16               1106.33             
637       63.60       veh.1               1to2_0              1188.33             20.00               -0.00               0.55                0.65                1095.43             
637       63.60       veh.2               1to2_0              1170.33             20.00               -0.00               0.55                0.65                1084.53             
637       63.60       veh.3               1to2_0              1152.33             19.99               -0.01               0.55                0.65                1073.63             
637       63.60       veh1                1to2_2              1168.52             20.00               0.00                0.55                -1.00               1068.52             
637       63.60       veh1.1              1to2_2              1143.22             19.99               0.01                0.55                1.02                1052.32             
637       63.60       veh1.2              1to2_2              1120.23             19.99               0.01                0.55                0.65                1041.43             

638       63.70       flow1.0             1to2_0              1677.47             30.00               0.00                1.64                -1.00               1677.47             
638       63.70       flow1.1             1to2_1              1049.23             20.00               0.00                2.00                8.36                1049.23             
638       63.70       flow1.10            1to2_0              232.50              30.00               0.00                1.64                13.75               232.50              
638       63.70       flow1.11            1to2_2              90.09               23.10               3.00                1.64                25.43               90.09               
638       63.70       flow1.12            1to2_2              7.56                5.40                2.00                2.00                14.36               7.56                
638       63.70       flow1.2             1to2_1              1004.59             19.97               0.01                1.64                1.73                1004.59             
638       63.70       flow1.3             1to2_0              965.50              20.15               3.00                1.64                9.12                965.50              
638       63.70       flow1.4             1to2_2              1071.14             21.97               -0.33               1.64                2.10                1071.14             
638       63.70       flow1.5             1to2_0              655.00              20.00               0.00                2.00                15.27               655.00              
638       63.70       flow1.6             1to2_1              832.50              30.00               0.00                1.64                5.57                832.50              
638       63.70       flow1.7             1to2_2              682.50              30.00               0.00                1.64                12.79               682.50              
638       63.70       flow1.8             1to2_1              532.50              30.00               0.00                1.64                9.83                532.50              
638       63.70       flow1.9             1to2_1              382.50              30.00               0.00                1.64                4.83                382.50              
638       63.70       stopped             1to2_1              1221.50             30.00               0.00                1.64                -1.00               259.50              
638       63.70       veh                 1to2_0              1208.33             20.00               0.00                0.55                23.21               1108.33             
638       63.70       veh.1               1to2_0              1190.33             20.00               -0.00               0.55                0.65                1097.43             
638       63.70       veh.2               1to2_0              1172.33             20.00               -0.00               0.55                0.65                1086.53             
638       63.70       veh.3               1to2_0              1154.33             19.99               -0.00               0.55                0.65                1075.63             
638       63.70       veh1                1to2_2              1170.52             20.00               0.00                0.55                -1.00               1070.52             
638       63.70       veh1.1              1to2_2              1145.22             19.99               0.00                0.55                1.02                1054.32             
638       63.70       veh1.2              1to2_2              1122.23             19.99               0.01                0.55                0.65                1043.43             

639       63.80       flow1.0             1to2_0              1680.47             30.00               0.00                1.64                -1.00               1680.47             
639       63.80       flow1.1             1to2_1              1051.23             20.00               0.00                2.00                8.41                1051.23             
639       63.80       flow1.10            1to2_0              235.50              30.00               0.00                1.64                13.72               235.50              
639       63.80       flow1.11            1to2_2              92.43               23.40               3.00                1.64                25.13               92.43               
639       63.80       flow1.12            1to2_2              8.12                5.60                2.00                2.00                14.16               8.12                
639       63.80       flow1.2             1to2_1              1006.59             19.97               0.01                1.64                1.73                1006.59             
639       63.80       flow1.3             1to2_0              967.48              19.85               -3.00               1.64                9.26                967.48              
639       63.80       flow1.4             1to2_2              1073.34             21.94               -0.33               1.64                2.09                1073.34             
639       63.80       flow1.5             1to2_0              657.00              20.00               0.00                2.00                15.27               657.00              
639       63.80       flow1.6             1to2_1              835.50              30.00               0.00                1.64                5.54                835.50              
639       63.80       flow1.7             1to2_2              685.50              30.00               0.00                1.64                12.76               685.50              
639       63.80       flow1.8             1to2_1              535.50              30.00               0.00                1.64                9.83                535.50              
639       63.80       flow1.9             1to2_1              385.50              30.00               0.00                1.64                4.83                385.50              
639       63.80       stopped             1to2_1              1224.50             30.00               0.00                1.64                -1.00               262.50              
639       63.80       veh                 1to2_0              1210.33             20.00               0.00                0.55                23.26               1110.33             
639       63.80       veh.1               1to2_0              1192.33             20.00               -0.00               0.55                0.65                1099.43             
639       63.80       veh.2               1to2_0              1174.33             20.00               -0.00               0.55                0.65                1088.53             
639       63.80       veh.3               1to2_0              1156.33             19.99               0.00                0.55                0.65                1077.63             
639       63.80       veh1                1to2_2              1172.52             20.00               0.00                0.55                -1.00               1072.52             
639       63.80       veh1.1              1to2_2              1147.22             19.99               0.00                0.55                1.02                1056.32             
639       63.80       veh1.2              1to2_2              1124.23             19.99               0.01                0.55                0.65                1045.43             

640       63.90       flow1.0             1to2_0              1683.47             30.00               0.00                1.64                -1.00               1683.47             
640       63.90       flow1.1             1to2_1              1053.23             20.00               0.00                2.00                8.46                1053.23             
640       63.90       flow1.10            1to2_0              238.50              30.00               0.00                1.64                13.68               238.50              
640       63.90       flow1.11            1to2_2              94.80               23.70               3.00                1.64                24.84               94.80               
640       63.90       flow1.12            1to2_2              8.70                5.80                2.00                2.00                13.98               8.70                
640       63.90       flow1.2             1to2_1              1008.58             19.97               0.01                1.64                1.73                1008.58             
640       63.90       flow1.3             1to2_0              969.50              20.15               3.00                1.64                9.12                969.50              
640       63.90       flow1.4             1to2_2              1075.53             21.91               -0.32               1.64                2.09                1075.53             
640       63.90       flow1.5             1to2_0              659.00              20.00               0.00                2.00                15.27               659.00              
640       63.90       flow1.6             1to2_1              838.50              30.00               0.00                1.64                5.50                838.50              
