configName      Platooning
iniFile         omnetpp.ini
processID       3559
runID           Platooning-0-20191231-13:17:44-3559
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:17:44.958
endDateTime     2019-12-31 13:17:57.958
duration        0 hour, 0 minute, 12 second


index     timeStamp   vehid               lane                lanepos             speed               accel               timegapsetting      timegap             drivingdistance     
445       44.40       flow1.4             1to2_2              546.23              28.31               3.00                1.64                6.73                546.23              
445       44.40       flow1.5             1to2_0              269.00              20.00               0.00                2.00                15.25               269.00              
445       44.40       flow1.6             1to2_1              253.50              30.00               0.00                1.64                12.10               253.50              
445       44.40       flow1.7             1to2_2              107.10              25.20               3.00                1.64                17.23               107.10              
445       44.40       flow1.8             1to2_1              17.85               10.20               3.00                1.64                22.61               17.85               
445       44.40       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
445       44.40       veh                 1to2_0              822.33              20.00               0.00                0.55                -1.00               722.33              
445       44.40       veh.1               1to2_0              804.33              20.00               -0.00               0.55                0.65                711.43              
445       44.40       veh.2               1to2_0              786.33              20.00               -0.00               0.55                0.65                700.53              
445       44.40       veh.3               1to2_0              768.33              20.00               0.00                0.55                0.65                689.63              
445       44.40       veh1                1to2_2              789.00              20.00               0.00                0.55                8.40                689.00              
445       44.40       veh1.1              1to2_2              764.85              20.00               0.00                0.55                0.96                673.95              
445       44.40       veh1.2              1to2_2              741.85              20.00               0.00                0.55                0.65                663.05              

446       44.50       flow1.0             1to2_1              1101.47             30.00               0.00                1.64                -1.00               1101.47             
446       44.50       flow1.1             1to2_1              668.41              20.00               0.28                2.00                21.40               668.41              
446       44.50       flow1.2             1to2_1              623.46              20.01               -0.20               1.64                1.75                623.46              
446       44.50       flow1.3             1to2_0              581.04              20.49               0.05                1.64                8.99                581.04              
446       44.50       flow1.4             1to2_2              549.09              28.61               3.00                1.64                6.63                549.09              
446       44.50       flow1.5             1to2_0              271.00              20.00               0.00                2.00                15.25               271.00              
446       44.50       flow1.6             1to2_1              256.50              30.00               0.00                1.64                12.07               256.50              
446       44.50       flow1.7             1to2_2              109.65              25.50               3.00                1.64                17.04               109.65              
446       44.50       flow1.8             1to2_1              18.90               10.50               3.00                1.64                22.15               18.90               
446       44.50       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
446       44.50       veh                 1to2_0              824.33              20.00               0.00                0.55                -1.00               724.33              
446       44.50       veh.1               1to2_0              806.33              20.00               -0.00               0.55                0.65                713.43              
446       44.50       veh.2               1to2_0              788.33              20.00               -0.00               0.55                0.65                702.53              
446       44.50       veh.3               1to2_0              770.33              20.00               0.00                0.55                0.65                691.63              
446       44.50       veh1                1to2_2              791.00              20.00               0.00                0.55                8.30                691.00              
446       44.50       veh1.1              1to2_2              766.85              20.00               0.00                0.55                0.96                675.95              
446       44.50       veh1.2              1to2_2              743.85              20.00               0.00                0.55                0.65                665.05              

447       44.60       flow1.0             1to2_1              1104.47             30.00               0.00                1.64                -1.00               1104.47             
447       44.60       flow1.1             1to2_1              670.41              19.97               -0.27               2.00                21.48               670.41              
447       44.60       flow1.2             1to2_1              625.46              20.03               0.19                1.64                1.75                625.46              
447       44.60       flow1.3             1to2_0              583.08              20.47               -0.23               1.64                9.00                583.08              
447       44.60       flow1.4             1to2_2              551.98              28.91               3.00                1.64                6.53                551.98              
447       44.60       flow1.5             1to2_0              273.00              20.00               0.00                2.00                15.25               273.00              
447       44.60       flow1.6             1to2_1              259.50              30.00               0.00                1.64                12.03               259.50              
447       44.60       flow1.7             1to2_2              112.23              25.80               3.00                1.64                16.85               112.23              
447       44.60       flow1.8             1to2_1              19.98               10.80               3.00                1.64                21.71               19.98               
447       44.60       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
447       44.60       veh                 1to2_0              826.33              20.00               0.00                0.55                -1.00               726.33              
447       44.60       veh.1               1to2_0              808.33              20.00               -0.00               0.55                0.65                715.43              
447       44.60       veh.2               1to2_0              790.33              20.00               -0.00               0.55                0.65                704.53              
447       44.60       veh.3               1to2_0              772.33              20.00               -0.00               0.55                0.65                693.63              
447       44.60       veh1                1to2_2              793.00              20.00               0.00                0.55                8.20                693.00              
447       44.60       veh1.1              1to2_2              768.85              20.00               0.00                0.55                0.96                677.95              
447       44.60       veh1.2              1to2_2              745.85              20.00               0.00                0.55                0.65                667.05              

448       44.70       flow1.0             1to2_1              1107.47             30.00               0.00                1.64                -1.00               1107.47             
448       44.70       flow1.1             1to2_1              672.41              20.00               0.27                2.00                21.50               672.41              
448       44.70       flow1.2             1to2_1              627.46              20.01               -0.20               1.64                1.75                627.46              
448       44.70       flow1.3             1to2_0              585.13              20.48               0.06                1.64                9.00                585.13              
448       44.70       flow1.4             1to2_2              554.90              29.21               3.00                1.64                6.43                554.90              
448       44.70       flow1.5             1to2_0              275.00              20.00               0.00                2.00                15.26               275.00              
448       44.70       flow1.6             1to2_1              262.50              30.00               0.00                1.64                12.00               262.50              
448       44.70       flow1.7             1to2_2              114.84              26.10               3.00                1.64                16.67               114.84              
448       44.70       flow1.8             1to2_1              21.09               11.10               3.00                1.64                21.30               21.09               
448       44.70       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
448       44.70       veh                 1to2_0              828.33              20.00               0.00                0.55                -1.00               728.33              
448       44.70       veh.1               1to2_0              810.33              20.00               -0.00               0.55                0.65                717.43              
448       44.70       veh.2               1to2_0              792.33              20.00               -0.00               0.55                0.65                706.53              
448       44.70       veh.3               1to2_0              774.33              20.00               -0.00               0.55                0.65                695.63              
448       44.70       veh1                1to2_2              795.00              20.00               0.00                0.55                8.10                695.00              
448       44.70       veh1.1              1to2_2              770.85              20.00               0.00                0.55                0.96                679.95              
448       44.70       veh1.2              1to2_2              747.85              20.00               0.00                0.55                0.65                669.05              

449       44.80       flow1.0             1to2_1              1110.47             30.00               0.00                1.64                -1.00               1110.47             
449       44.80       flow1.1             1to2_1              674.41              19.97               -0.27               2.00                21.58               674.41              
449       44.80       flow1.2             1to2_1              629.46              20.03               0.19                1.64                1.75                629.46              
449       44.80       flow1.3             1to2_0              587.18              20.45               -0.22               1.64                9.00                587.18              
449       44.80       flow1.4             1to2_2              557.85              29.51               3.00                1.64                6.34                557.85              
449       44.80       flow1.5             1to2_0              277.00              20.00               0.00                2.00                15.26               277.00              
449       44.80       flow1.6             1to2_1              265.50              30.00               0.00                1.64                11.97               265.50              
449       44.80       flow1.7             1to2_2              117.48              26.40               3.00                1.64                16.49               117.48              
449       44.80       flow1.8             1to2_1              22.23               11.40               3.00                1.64                20.90               22.23               
449       44.80       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
449       44.80       veh                 1to2_0              830.33              20.00               0.00                0.55                -1.00               730.33              
449       44.80       veh.1               1to2_0              812.33              20.00               -0.00               0.55                0.65                719.43              
449       44.80       veh.2               1to2_0              794.33              20.00               -0.00               0.55                0.65                708.53              
449       44.80       veh.3               1to2_0              776.33              20.00               -0.00               0.55                0.65                697.63              
449       44.80       veh1                1to2_2              797.00              20.00               0.00                0.55                8.00                697.00              
449       44.80       veh1.1              1to2_2              772.85              20.00               0.00                0.55                0.96                681.95              
449       44.80       veh1.2              1to2_2              749.85              20.00               0.00                0.55                0.65                671.05              

450       44.90       flow1.0             1to2_1              1113.47             30.00               0.00                1.64                -1.00               1113.47             
450       44.90       flow1.1             1to2_1              676.41              20.00               0.27                2.00                21.60               676.41              
450       44.90       flow1.2             1to2_1              631.46              20.01               -0.20               1.64                1.75                631.46              
450       44.90       flow1.3             1to2_0              589.22              20.46               0.06                1.64                9.00                589.22              
450       44.90       flow1.4             1to2_2              560.84              29.81               3.00                1.64                6.24                560.84              
450       44.90       flow1.5             1to2_0              279.00              20.00               0.00                2.00                15.26               279.00              
450       44.90       flow1.6             1to2_1              268.50              30.00               0.00                1.64                11.93               268.50              
450       44.90       flow1.7             1to2_2              120.15              26.70               3.00                1.64                16.32               120.15              
450       44.90       flow1.8             1to2_1              23.40               11.70               3.00                1.64                20.52               23.40               
450       44.90       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
450       44.90       veh                 1to2_0              832.33              20.00               0.00                0.55                -1.00               732.33              
450       44.90       veh.1               1to2_0              814.33              20.00               -0.00               0.55                0.65                721.43              
450       44.90       veh.2               1to2_0              796.33              20.00               -0.00               0.55                0.65                710.53              
450       44.90       veh.3               1to2_0              778.33              20.00               -0.00               0.55                0.65                699.63              
450       44.90       veh1                1to2_2              799.00              20.00               0.00                0.55                7.90                699.00              
450       44.90       veh1.1              1to2_2              774.85              20.00               0.00                0.55                0.96                683.95              
450       44.90       veh1.2              1to2_2              751.85              20.00               0.00                0.55                0.65                673.05              

451       45.00       flow1.0             1to2_1              1116.47             30.00               0.00                1.64                -1.00               1116.47             
451       45.00       flow1.1             1to2_1              678.41              19.97               -0.27               2.00                21.68               678.41              
451       45.00       flow1.2             1to2_1              633.46              20.03               0.19                1.64                1.74                633.46              
451       45.00       flow1.3             1to2_0              591.27              20.44               -0.22               1.64                9.01                591.27              
451       45.00       flow1.4             1to2_2              563.84              30.00               1.87                1.64                6.17                563.84              
451       45.00       flow1.5             1to2_0              281.00              20.00               0.00                2.00                15.26               281.00              
451       45.00       flow1.6             1to2_1              271.50              30.00               0.00                1.64                11.90               271.50              
451       45.00       flow1.7             1to2_2              122.85              27.00               3.00                1.64                16.15               122.85              
451       45.00       flow1.8             1to2_1              24.60               12.00               3.00                1.64                20.16               24.60               
451       45.00       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
451       45.00       veh                 1to2_0              834.33              20.00               0.00                0.55                -1.00               734.33              
451       45.00       veh.1               1to2_0              816.33              20.00               -0.00               0.55                0.65                723.43              
451       45.00       veh.2               1to2_0              798.33              20.00               -0.00               0.55                0.65                712.53              
451       45.00       veh.3               1to2_0              780.33              20.00               -0.00               0.55                0.65                701.63              
451       45.00       veh1                1to2_2              801.00              20.00               0.00                0.55                7.80                701.00              
451       45.00       veh1.1              1to2_2              776.85              20.00               0.00                0.55                0.96                685.95              
451       45.00       veh1.2              1to2_2              753.85              20.00               0.00                0.55                0.65                675.05              

452       45.10       flow1.0             1to2_1              1119.47             30.00               0.00                1.64                -1.00               1119.47             
452       45.10       flow1.1             1to2_1              680.41              20.00               0.27                2.00                21.70               680.41              
452       45.10       flow1.2             1to2_1              635.47              20.01               -0.19               1.64                1.75                635.47              
452       45.10       flow1.3             1to2_0              593.31              20.44               0.06                1.64                9.00                593.31              
452       45.10       flow1.4             1to2_2              566.84              30.00               0.00                1.64                6.13                566.84              
452       45.10       flow1.5             1to2_0              283.00              20.00               0.00                2.00                15.27               283.00              
452       45.10       flow1.6             1to2_1              274.50              30.00               0.00                1.64                11.87               274.50              
452       45.10       flow1.7             1to2_2              125.58              27.30               3.00                1.64                15.98               125.58              
452       45.10       flow1.8             1to2_1              25.83               12.30               3.00                1.64                19.81               25.83               
452       45.10       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
452       45.10       veh                 1to2_0              836.33              20.00               0.00                0.55                -1.00               736.33              
452       45.10       veh.1               1to2_0              818.33              20.00               -0.00               0.55                0.65                725.43              
452       45.10       veh.2               1to2_0              800.33              20.00               -0.00               0.55                0.65                714.53              
452       45.10       veh.3               1to2_0              782.33              20.00               -0.00               0.55                0.65                703.63              
452       45.10       veh1                1to2_2              803.00              20.00               0.00                0.55                7.70                703.00              
452       45.10       veh1.1              1to2_2              778.85              20.00               0.00                0.55                0.96                687.95              
452       45.10       veh1.2              1to2_2              755.85              20.00               0.00                0.55                0.65                677.05              

453       45.20       flow1.0             1to2_1              1122.47             30.00               0.00                1.64                -1.00               1122.47             
453       45.20       flow1.1             1to2_1              682.40              19.97               -0.26               2.00                21.78               682.40              
453       45.20       flow1.2             1to2_1              637.47              20.02               0.18                1.64                1.74                637.47              
453       45.20       flow1.3             1to2_0              595.35              20.42               -0.21               1.64                9.01                595.35              
453       45.20       flow1.4             1to2_2              569.84              30.00               0.00                1.64                6.10                569.84              
453       45.20       flow1.5             1to2_0              285.00              20.00               0.00                2.00                15.27               285.00              
453       45.20       flow1.6             1to2_1              277.50              30.00               0.00                1.64                11.83               277.50              
453       45.20       flow1.7             1to2_2              128.34              27.60               3.00                1.64                15.82               128.34              
453       45.20       flow1.8             1to2_1              27.09               12.60               3.00                1.64                19.48               27.09               
453       45.20       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
453       45.20       veh                 1to2_0              838.33              20.00               0.00                0.55                -1.00               738.33              
453       45.20       veh.1               1to2_0              820.33              20.00               -0.00               0.55                0.65                727.43              
453       45.20       veh.2               1to2_0              802.33              20.00               -0.00               0.55                0.65                716.53              
453       45.20       veh.3               1to2_0              784.33              20.00               -0.00               0.55                0.65                705.63              
453       45.20       veh1                1to2_2              805.00              20.00               0.00                0.55                7.60                705.00              
453       45.20       veh1.1              1to2_2              780.85              20.00               0.00                0.55                0.96                689.95              
453       45.20       veh1.2              1to2_2              757.85              20.00               0.00                0.55                0.65                679.05              

454       45.30       flow1.0             1to2_1              1125.47             30.00               0.00                1.64                -1.00               1125.47             
454       45.30       flow1.1             1to2_1              684.40              20.00               0.26                2.00                21.80               684.40              
454       45.30       flow1.2             1to2_1              639.47              20.01               -0.19               1.64                1.75                639.47              
454       45.30       flow1.3             1to2_0              597.40              20.43               0.06                1.64                9.00                597.40              
454       45.30       flow1.4             1to2_2              572.84              30.00               0.00                1.64                6.07                572.84              
454       45.30       flow1.5             1to2_0              287.00              20.00               0.00                2.00                15.27               287.00              
454       45.30       flow1.6             1to2_1              280.50              30.00               0.00                1.64                11.80               280.50              
454       45.30       flow1.7             1to2_2              131.13              27.90               3.00                1.64                15.65               131.13              
454       45.30       flow1.8             1to2_1              28.38               12.90               3.00                1.64                19.16               28.38               
454       45.30       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
454       45.30       veh                 1to2_0              840.33              20.00               0.00                0.55                -1.00               740.33              
454       45.30       veh.1               1to2_0              822.33              20.00               -0.00               0.55                0.65                729.43              
454       45.30       veh.2               1to2_0              804.33              20.00               -0.00               0.55                0.65                718.53              
454       45.30       veh.3               1to2_0              786.33              20.00               -0.00               0.55                0.65                707.63              
454       45.30       veh1                1to2_2              807.00              20.00               0.00                0.55                7.50                707.00              
454       45.30       veh1.1              1to2_2              782.85              20.00               0.00                0.55                0.96                691.95              
454       45.30       veh1.2              1to2_2              759.85              20.00               0.00                0.55                0.65                681.05              

455       45.40       flow1.0             1to2_1              1128.47             30.00               0.00                1.64                -1.00               1128.47             
455       45.40       flow1.1             1to2_1              686.40              19.97               -0.26               2.00                21.88               686.40              
455       45.40       flow1.2             1to2_1              641.47              20.02               0.18                1.64                1.74                641.47              
455       45.40       flow1.3             1to2_0              599.44              20.41               -0.21               1.64                9.01                599.44              
455       45.40       flow1.4             1to2_2              575.84              30.00               0.00                1.64                6.03                575.84              
455       45.40       flow1.5             1to2_0              289.00              20.00               0.00                2.00                15.27               289.00              
455       45.40       flow1.6             1to2_1              283.50              30.00               0.00                1.64                11.77               283.50              
455       45.40       flow1.7             1to2_2              133.95              28.20               3.00                1.64                15.49               133.95              
455       45.40       flow1.8             1to2_1              29.70               13.20               3.00                1.64                18.85               29.70               
455       45.40       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
455       45.40       veh                 1to2_0              842.33              20.00               0.00                0.55                -1.00               742.33              
455       45.40       veh.1               1to2_0              824.33              20.00               0.00                0.55                0.65                731.43              
455       45.40       veh.2               1to2_0              806.33              20.00               -0.00               0.55                0.65                720.53              
455       45.40       veh.3               1to2_0              788.33              20.00               -0.00               0.55                0.65                709.63              
455       45.40       veh1                1to2_2              809.00              20.00               0.00                0.55                7.40                709.00              
455       45.40       veh1.1              1to2_2              784.85              20.00               0.00                0.55                0.96                693.95              
455       45.40       veh1.2              1to2_2              761.85              20.00               0.00                0.55                0.65                683.05              

456       45.50       flow1.0             1to2_1              1131.47             30.00               0.00                1.64                -1.00               1131.47             
456       45.50       flow1.1             1to2_1              688.40              20.00               0.26                2.00                21.90               688.40              
456       45.50       flow1.2             1to2_1              643.47              20.00               -0.19               1.64                1.75                643.47              
456       45.50       flow1.3             1to2_0              601.48              20.41               0.06                1.64                9.01                601.48              
456       45.50       flow1.4             1to2_2              578.84              30.00               0.00                1.64                6.00                578.84              
456       45.50       flow1.5             1to2_0              291.00              20.00               0.00                2.00                15.27               291.00              
456       45.50       flow1.6             1to2_1              286.50              30.00               0.00                1.64                11.73               286.50              
456       45.50       flow1.7             1to2_2              136.80              28.50               3.00                1.64                15.33               136.80              
456       45.50       flow1.8             1to2_1              31.05               13.50               3.00                1.64                18.55               31.05               
456       45.50       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
456       45.50       veh                 1to2_0              844.33              20.00               0.00                0.55                -1.00               744.33              
456       45.50       veh.1               1to2_0              826.33              20.00               0.00                0.55                0.65                733.43              
456       45.50       veh.2               1to2_0              808.33              20.00               -0.00               0.55                0.65                722.53              
456       45.50       veh.3               1to2_0              790.33              20.00               -0.00               0.55                0.65                711.63              
456       45.50       veh1                1to2_2              811.00              20.00               0.00                0.55                7.30                711.00              
456       45.50       veh1.1              1to2_2              786.85              20.00               0.00                0.55                0.96                695.95              
456       45.50       veh1.2              1to2_2              763.85              20.00               0.00                0.55                0.65                685.05              

457       45.60       flow1.0             1to2_1              1134.47             30.00               0.00                1.64                -1.00               1134.47             
457       45.60       flow1.1             1to2_1              690.40              19.97               -0.26               2.00                21.98               690.40              
457       45.60       flow1.2             1to2_1              645.47              20.02               0.18                1.64                1.74                645.47              
457       45.60       flow1.3             1to2_0              603.52              20.39               -0.21               1.64                9.01                603.52              
457       45.60       flow1.4             1to2_2              581.84              30.00               0.00                1.64                5.97                581.84              
457       45.60       flow1.5             1to2_0              293.00              20.00               0.00                2.00                15.28               293.00              
457       45.60       flow1.6             1to2_1              289.50              30.00               0.00                1.64                11.70               289.50              
457       45.60       flow1.7             1to2_2              139.68              28.80               3.00                1.64                15.18               139.68              
457       45.60       flow1.8             1to2_1              32.43               13.80               3.00                1.64                18.27               32.43               
457       45.60       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
457       45.60       veh                 1to2_0              846.33              20.00               0.00                0.55                -1.00               746.33              
457       45.60       veh.1               1to2_0              828.33              20.00               0.00                0.55                0.65                735.43              
457       45.60       veh.2               1to2_0              810.33              20.00               0.00                0.55                0.65                724.53              
457       45.60       veh.3               1to2_0              792.33              20.00               -0.00               0.55                0.65                713.63              
457       45.60       veh1                1to2_2              813.00              20.00               0.00                0.55                7.20                713.00              
457       45.60       veh1.1              1to2_2              788.85              20.00               0.00                0.55                0.96                697.95              
457       45.60       veh1.2              1to2_2              765.85              20.00               0.00                0.55                0.65                687.05              

458       45.70       flow1.0             1to2_1              1137.47             30.00               0.00                1.64                -1.00               1137.47             
458       45.70       flow1.1             1to2_1              692.40              20.00               0.26                2.00                22.00               692.40              
458       45.70       flow1.2             1to2_1              647.47              20.00               -0.19               1.64                1.75                647.47              
458       45.70       flow1.3             1to2_0              605.56              20.40               0.06                1.64                9.01                605.56              
458       45.70       flow1.4             1to2_2              584.84              30.00               0.00                1.64                5.93                584.84              
458       45.70       flow1.5             1to2_0              295.00              20.00               0.00                2.00                15.28               295.00              
458       45.70       flow1.6             1to2_1              292.50              30.00               0.00                1.64                11.67               292.50              
458       45.70       flow1.7             1to2_2              142.59              29.10               3.00                1.64                15.03               142.59              
458       45.70       flow1.8             1to2_1              33.84               14.10               3.00                1.64                17.99               33.84               
458       45.70       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
458       45.70       veh                 1to2_0              848.33              20.00               0.00                0.55                -1.00               748.33              
458       45.70       veh.1               1to2_0              830.33              20.00               0.00                0.55                0.65                737.43              
458       45.70       veh.2               1to2_0              812.33              20.00               0.00                0.55                0.65                726.53              
458       45.70       veh.3               1to2_0              794.33              20.00               0.00                0.55                0.65                715.63              
458       45.70       veh1                1to2_2              815.00              20.00               0.00                0.55                7.10                715.00              
458       45.70       veh1.1              1to2_2              790.85              20.00               0.00                0.55                0.96                699.95              
458       45.70       veh1.2              1to2_2              767.85              20.00               0.00                0.55                0.65                689.05              

459       45.80       flow1.0             1to2_1              1140.47             30.00               0.00                1.64                -1.00               1140.47             
459       45.80       flow1.1             1to2_1              694.40              19.97               -0.25               2.00                22.08               694.40              
459       45.80       flow1.2             1to2_1              649.48              20.02               0.18                1.64                1.74                649.48              
459       45.80       flow1.3             1to2_0              607.60              20.38               -0.20               1.64                9.02                607.60              
459       45.80       flow1.4             1to2_2              587.84              30.00               0.00                1.64                5.90                587.84              
459       45.80       flow1.5             1to2_0              297.00              20.00               0.00                2.00                15.28               297.00              
459       45.80       flow1.6             1to2_1              295.50              30.00               0.00                1.64                11.63               295.50              
459       45.80       flow1.7             1to2_2              145.53              29.40               3.00                1.64                14.87               145.53              
459       45.80       flow1.8             1to2_1              35.28               14.40               3.00                1.64                17.72               35.28               
459       45.80       stopped             1to2_2              962.00              0.00                0.00                1.64                -1.00               0.00                
459       45.80       veh                 1to2_0              850.33              20.00               0.00                0.55                -1.00               750.33              
459       45.80       veh.1               1to2_0              832.33              20.00               0.00                0.55                0.65                739.43              
